Date,Open,High,Low,Close,Adj Close,Volume
2017-06-19,801.200012,832.750000,799.000000,817.299988,779.868958,24347
2017-06-20,829.000000,834.299988,820.500000,825.500000,787.693420,9232
2017-06-21,816.950012,832.000000,816.349976,825.700012,787.884338,4414
2017-06-22,830.349976,840.000000,811.000000,817.950012,780.489258,5547
2017-06-23,811.000000,819.950012,795.000000,806.049988,769.134277,6543
2017-06-27,804.049988,807.400024,780.000000,781.849976,746.042542,4355
2017-06-28,787.000000,805.000000,785.250000,787.299988,751.242920,4070
2017-06-29,818.900024,818.900024,784.349976,786.000000,750.002502,5048
2017-06-30,786.250000,803.900024,784.849976,790.250000,754.057922,8118
2017-07-03,792.000000,795.700012,785.000000,789.650024,753.485352,2410
2017-07-04,789.650024,795.000000,782.400024,785.200012,749.239136,3800
2017-07-05,786.450012,802.000000,780.349976,800.799988,764.124634,7154
2017-07-06,800.000000,814.200012,786.049988,790.049988,753.866943,4493
2017-07-07,793.500000,798.799988,788.000000,794.700012,758.304016,4909
2017-07-10,799.150024,810.000000,786.099976,786.900024,750.861267,7392
2017-07-11,794.000000,794.000000,785.099976,786.000000,750.002502,3599
2017-07-12,789.150024,790.099976,785.000000,785.799988,749.811646,2894
2017-07-13,787.900024,794.500000,782.799988,786.049988,750.050110,5133
2017-07-14,784.049988,789.900024,779.250000,781.299988,745.517761,4899
2017-07-17,776.049988,778.000000,770.349976,773.599976,738.170410,4248
2017-07-18,773.150024,791.750000,771.650024,784.950012,749.000549,5372
2017-07-19,790.000000,792.099976,787.049988,787.299988,751.242920,2649
2017-07-20,784.049988,791.950012,779.000000,783.950012,748.046326,4990
2017-07-21,775.599976,778.849976,750.500000,767.250000,732.111145,14822
2017-07-24,770.000000,774.950012,745.400024,763.950012,728.962280,16642
2017-07-25,766.000000,778.000000,766.000000,771.150024,735.832642,6727
2017-07-26,771.000000,782.000000,765.049988,771.750000,736.405151,12608
2017-07-27,766.200012,776.000000,759.150024,766.650024,731.538757,16408
2017-07-28,771.700012,773.000000,760.000000,762.700012,727.769592,6200
2017-07-31,760.000000,768.400024,759.000000,763.750000,728.771545,3993
2017-08-01,766.849976,776.650024,757.250000,773.950012,738.504395,6926
2017-08-02,772.000000,776.750000,767.650024,773.450012,738.027283,3434
2017-08-03,773.450012,780.900024,761.000000,778.750000,743.084534,12224
2017-08-04,770.150024,776.849976,768.000000,773.099976,737.693237,2178
2017-08-07,774.150024,779.900024,770.250000,777.750000,742.130310,1876
2017-08-08,778.900024,778.900024,772.500000,773.500000,738.074951,3253
2017-08-09,771.000000,775.450012,760.000000,762.700012,727.769592,2756
2017-08-10,763.349976,763.849976,741.000000,743.849976,709.782959,3355
2017-08-11,735.000000,764.500000,724.750000,736.049988,702.340088,5172
2017-08-14,737.950012,742.650024,730.000000,734.450012,710.172363,3111
2017-08-16,741.849976,750.000000,735.000000,741.750000,717.231079,2948
2017-08-17,744.650024,780.000000,743.049988,777.650024,751.944397,11565
2017-08-18,775.000000,778.700012,760.000000,771.849976,746.336060,9967
2017-08-21,771.150024,773.500000,750.000000,753.650024,728.737671,3764
2017-08-22,755.000000,767.000000,737.250000,742.849976,718.294678,5399
2017-08-23,749.500000,752.950012,739.000000,742.599976,718.052917,6094
2017-08-24,748.250000,748.500000,732.599976,738.299988,713.895020,3436
2017-08-28,738.000000,751.000000,738.000000,748.549988,723.806213,3806
2017-08-29,747.900024,754.000000,743.049988,746.650024,721.969116,3794
2017-08-30,743.950012,756.349976,742.150024,748.750000,723.999695,2802
2017-08-31,747.549988,753.599976,743.549988,752.299988,727.432312,2203
2017-09-01,751.299988,769.000000,750.000000,760.349976,735.216125,4527
2017-09-04,761.000000,768.650024,746.299988,755.650024,730.671570,10865
2017-09-05,767.000000,770.000000,752.349976,761.750000,736.569946,9683
2017-09-06,764.150024,773.099976,761.750000,770.599976,745.127380,4440
2017-09-07,775.000000,775.000000,764.049988,770.799988,745.320740,2658
2017-09-08,767.750000,779.900024,765.000000,776.450012,750.784058,7623
2017-09-11,770.650024,775.000000,765.500000,766.599976,741.259583,3308
2017-09-12,770.500000,772.750000,760.049988,767.599976,742.226501,7233
2017-09-13,767.599976,773.150024,760.099976,763.299988,738.068665,4047
2017-09-14,784.000000,784.000000,761.349976,765.599976,740.292725,5610
2017-09-15,767.549988,768.549988,753.099976,757.799988,732.750549,5279
2017-09-18,756.000000,764.900024,755.400024,756.700012,731.686890,3138
2017-09-19,753.150024,775.000000,753.150024,771.650024,746.142761,3741
2017-09-20,777.799988,777.799988,767.549988,770.250000,744.788940,3741
2017-09-21,765.500000,788.000000,765.049988,779.599976,753.829895,10083
2017-09-22,780.000000,785.000000,771.150024,779.799988,754.023254,9830
2017-09-25,778.099976,780.000000,745.000000,775.099976,749.478638,5859
2017-09-26,765.299988,783.000000,765.150024,778.849976,753.104675,4564
2017-09-27,776.299988,782.200012,767.349976,770.750000,745.272461,3650
2017-09-28,769.599976,776.849976,766.200012,771.650024,746.142761,3727
2017-09-29,784.950012,804.000000,773.750000,797.299988,770.944824,10758
2017-10-03,811.000000,824.000000,810.000000,812.849976,785.980774,14400
2017-10-04,813.000000,815.000000,810.000000,811.349976,784.530334,5094
2017-10-05,813.000000,813.000000,797.000000,804.900024,778.293579,5337
2017-10-06,807.950012,808.000000,779.049988,796.450012,770.122925,10896
2017-10-09,796.450012,802.450012,795.000000,798.450012,772.056824,4055
2017-10-10,798.000000,810.000000,798.000000,804.049988,777.471680,10045
2017-10-11,805.500000,807.900024,799.000000,804.400024,777.810120,3998
2017-10-12,809.400024,810.000000,802.549988,808.000000,781.291077,6817
2017-10-13,808.000000,815.000000,808.000000,811.500000,784.675476,11767
2017-10-16,808.049988,819.000000,801.000000,811.150024,784.337036,7838
2017-10-17,810.549988,814.549988,805.099976,808.650024,781.919678,4112
2017-10-18,812.400024,812.400024,803.000000,807.299988,780.614258,3192
2017-10-19,810.000000,814.000000,805.950012,811.700012,784.868835,2363
2017-10-23,811.000000,814.000000,790.000000,804.049988,777.471680,5449
2017-10-24,801.500000,810.000000,801.500000,806.799988,780.130798,3827
2017-10-25,807.000000,809.000000,801.450012,807.099976,780.420898,3844
2017-10-26,807.349976,821.950012,807.000000,820.849976,793.716370,16487
2017-10-27,823.799988,824.000000,801.500000,810.750000,783.950256,9530
2017-10-30,813.799988,825.000000,811.750000,817.750000,790.718872,6288
2017-10-31,820.000000,838.799988,802.500000,828.650024,801.258545,9724
2017-11-01,834.000000,842.750000,819.000000,823.599976,796.375427,9682
2017-11-02,820.000000,824.500000,810.000000,810.950012,784.143616,6342
2017-11-03,817.400024,820.000000,812.549988,815.500000,788.543152,4125
2017-11-06,821.750000,844.150024,802.000000,811.049988,784.240295,8357
2017-11-07,830.000000,840.000000,811.000000,817.900024,790.863953,100740
2017-11-08,828.549988,885.950012,828.000000,873.700012,844.819458,324557
2017-11-09,870.049988,965.000000,870.049988,933.049988,902.207520,148087
2017-11-10,932.000000,982.650024,902.549988,944.750000,913.520752,75650
2017-11-13,945.000000,975.000000,914.099976,964.700012,940.777710,34118
2017-11-14,970.000000,979.000000,941.000000,944.950012,921.517456,21553
2017-11-15,964.000000,970.750000,933.700012,953.650024,930.001709,29958
2017-11-16,965.000000,976.549988,950.349976,956.849976,933.122314,20704
2017-11-17,970.000000,973.900024,960.000000,964.299988,940.387573,11278
2017-11-20,970.000000,973.349976,954.599976,962.599976,938.729736,6989
2017-11-21,973.000000,997.099976,964.000000,975.849976,951.651184,27140
2017-11-22,979.000000,995.000000,979.000000,991.650024,967.059448,10348
2017-11-23,993.000000,1008.599976,990.049988,1003.700012,978.810608,19103
2017-11-24,1000.000000,1004.000000,986.000000,991.599976,967.010620,8205
2017-11-27,990.000000,1004.000000,988.500000,997.099976,972.374146,7962
2017-11-28,999.000000,1008.500000,995.200012,1001.349976,976.518860,9184
2017-11-29,1001.000000,1021.650024,999.549988,1014.849976,989.684082,11687
