Date,Open,High,Low,Close,Adj Close,Volume
2017-10-04,1135.000000,1143.400024,1135.000000,1137.849976,1123.463379,110454
2017-10-05,1138.000000,1144.949951,1129.000000,1132.099976,1117.786011,88674
2017-10-06,1132.250000,1144.550049,1132.250000,1142.449951,1128.005127,76660
2017-10-09,1140.000000,1157.900024,1138.000000,1140.900024,1126.474854,169089
2017-10-10,1152.000000,1155.099976,1140.099976,1142.800049,1128.350830,142024
2017-10-11,1156.000000,1156.000000,1126.800049,1133.300049,1118.970947,440302
2017-10-12,1141.000000,1145.000000,1135.050049,1142.650024,1128.202759,59191
2017-10-13,1145.000000,1150.000000,1136.400024,1138.500000,1124.105103,117291
2017-10-16,1140.000000,1151.750000,1140.000000,1144.849976,1130.374878,116086
2017-10-17,1145.000000,1155.300049,1143.000000,1148.650024,1134.126831,115037
2017-10-18,1150.000000,1155.949951,1138.500000,1141.199951,1126.770996,111488
2017-10-19,1149.000000,1149.500000,1137.599976,1141.000000,1126.573486,35787
2017-10-23,1136.099976,1152.000000,1124.500000,1134.800049,1120.452026,101642
2017-10-24,1135.000000,1142.250000,1125.000000,1140.000000,1125.586182,415238
2017-10-25,1150.000000,1214.900024,1150.000000,1204.449951,1189.221313,911839
2017-10-26,1205.000000,1243.349976,1204.449951,1224.650024,1209.165894,257210
2017-10-27,1225.050049,1241.000000,1220.099976,1223.500000,1208.030396,610133
2017-10-30,1228.000000,1240.000000,1224.250000,1236.000000,1220.372437,90895
2017-10-31,1235.000000,1237.099976,1211.349976,1220.599976,1205.167114,100494
2017-11-01,1226.000000,1237.500000,1211.150024,1215.449951,1200.082153,96257
2017-11-02,1215.000000,1216.449951,1204.000000,1211.050049,1195.737915,119095
2017-11-03,1211.050049,1246.949951,1211.000000,1235.000000,1219.385010,145066
2017-11-06,1230.000000,1240.400024,1217.150024,1222.949951,1207.487305,102890
2017-11-07,1223.000000,1232.250000,1203.250000,1210.800049,1195.491089,92341
2017-11-08,1211.000000,1224.300049,1209.000000,1218.250000,1202.846802,90108
2017-11-09,1219.000000,1231.000000,1206.500000,1216.599976,1201.217651,66234
2017-11-10,1221.000000,1274.000000,1216.550049,1264.050049,1248.067749,450948
2017-11-13,1240.000000,1260.000000,1210.050049,1240.349976,1224.667358,334606
2017-11-14,1230.500000,1236.949951,1207.150024,1209.849976,1194.552979,177542
2017-11-15,1212.000000,1224.750000,1202.000000,1207.800049,1192.529053,122266
2017-11-16,1218.900024,1224.000000,1209.250000,1217.550049,1202.155762,81494
2017-11-17,1229.000000,1239.500000,1215.000000,1221.250000,1205.808838,250337
2017-11-20,1240.000000,1248.449951,1225.000000,1227.750000,1212.226685,169478
2017-11-21,1230.050049,1233.150024,1213.550049,1221.699951,1206.253174,99574
2017-11-22,1225.000000,1229.900024,1215.800049,1221.250000,1205.808838,358481
2017-11-23,1217.150024,1228.750000,1211.349976,1216.300049,1200.921509,185194
2017-11-24,1216.800049,1223.699951,1213.650024,1216.300049,1200.921509,126477
2017-11-27,1217.550049,1230.000000,1216.300049,1222.599976,1207.141846,94205
2017-11-28,1230.000000,1230.000000,1209.099976,1212.300049,1196.972046,114297
2017-11-29,1219.900024,1223.000000,1213.300049,1217.300049,1201.908936,101560
2017-11-30,1220.000000,1226.099976,1209.199951,1216.849976,1201.464478,86060
2017-12-01,1222.000000,1235.000000,1208.550049,1212.599976,1197.268188,98681
2017-12-04,1213.000000,1225.000000,1202.750000,1217.849976,1202.451904,106515
2017-12-05,1217.000000,1217.000000,1192.650024,1207.300049,1192.035278,110917
2017-12-06,1212.000000,1212.000000,1188.000000,1190.050049,1175.003418,517303
2017-12-07,1182.000000,1228.750000,1182.000000,1219.150024,1203.735474,155491
2017-12-08,1220.000000,1226.000000,1217.500000,1219.300049,1203.883545,86213
2017-12-11,1220.000000,1228.800049,1215.550049,1221.400024,1205.957031,2492847
2017-12-12,1220.000000,1221.000000,1201.300049,1202.849976,1187.641479,72595
2017-12-13,1203.000000,1209.849976,1185.099976,1189.000000,1173.966675,330532
2017-12-14,1193.099976,1218.000000,1176.000000,1188.849976,1173.818481,93192
2017-12-15,1204.000000,1216.000000,1201.000000,1203.300049,1188.085938,102408
2017-12-18,1199.000000,1223.000000,1177.449951,1214.849976,1199.489746,162716
2017-12-19,1220.300049,1221.449951,1211.300049,1217.300049,1201.908936,230171
2017-12-20,1220.000000,1239.900024,1210.000000,1230.150024,1214.596436,616296
2017-12-21,1232.099976,1266.000000,1232.099976,1253.800049,1237.947388,4076302
2017-12-22,1254.050049,1270.000000,1253.300049,1266.650024,1250.634888,185552
2017-12-26,1267.550049,1274.500000,1258.500000,1269.599976,1253.547485,141479
2017-12-27,1269.000000,1275.000000,1252.400024,1258.599976,1242.686646,75616
2017-12-28,1256.000000,1265.000000,1250.599976,1253.250000,1237.404297,131301
2017-12-29,1259.000000,1270.000000,1248.000000,1256.949951,1241.057495,93237
2018-01-01,1264.900024,1273.349976,1258.150024,1261.800049,1245.846191,77414
2018-01-02,1270.500000,1270.500000,1243.150024,1249.099976,1233.306763,149232
2018-01-03,1254.599976,1284.000000,1251.000000,1276.150024,1260.014771,470140
2018-01-04,1282.400024,1318.650024,1280.300049,1315.400024,1298.768555,269371
2018-01-05,1320.000000,1328.800049,1308.349976,1314.500000,1297.879883,187226
2018-01-08,1312.000000,1345.500000,1312.000000,1338.099976,1321.181396,265822
2018-01-09,1341.800049,1342.949951,1325.900024,1332.800049,1315.948486,72066
2018-01-10,1339.000000,1339.000000,1317.300049,1323.849976,1307.111572,91543
2018-01-11,1323.000000,1325.650024,1313.500000,1320.300049,1303.606567,52968
2018-01-12,1325.300049,1331.599976,1310.000000,1329.199951,1312.393921,108467
2018-01-15,1332.250000,1350.000000,1323.000000,1323.099976,1306.371094,547908
2018-01-16,1327.050049,1340.000000,1320.800049,1323.250000,1306.519287,541609
2018-01-17,1326.000000,1358.000000,1318.050049,1352.250000,1335.152588,612313
2018-01-18,1355.500000,1384.349976,1350.900024,1358.800049,1341.619751,521339
2018-01-19,1361.550049,1377.699951,1355.000000,1371.949951,1354.603394,667193
2018-01-22,1370.550049,1405.000000,1348.000000,1398.949951,1381.262085,640553
2018-01-23,1405.000000,1415.000000,1394.000000,1409.550049,1391.728149,225907
2018-01-24,1409.400024,1410.250000,1392.000000,1400.400024,1382.693848,519193
2018-01-25,1399.400024,1425.000000,1395.000000,1412.949951,1395.085083,299987
2018-01-29,1415.199951,1441.000000,1415.000000,1428.300049,1410.241089,240250
2018-01-30,1426.599976,1436.150024,1406.500000,1429.099976,1411.030884,289830
2018-01-31,1428.949951,1438.400024,1412.300049,1416.599976,1398.688965,268552
2018-02-01,1455.000000,1469.599976,1408.000000,1455.800049,1437.393311,704620
2018-02-02,1453.000000,1453.000000,1410.000000,1414.400024,1396.516724,1337632
2018-02-05,1398.599976,1399.900024,1356.050049,1362.750000,1345.519775,382239
2018-02-06,null,null,null,null,null,null
2018-02-07,1371.000000,1372.000000,1329.000000,1332.650024,1315.800415,298808
2018-02-08,1342.199951,1359.150024,1334.000000,1347.250000,1330.215820,752289
2018-02-09,1329.699951,1342.349976,1320.150024,1329.349976,1312.542114,474127
2018-02-12,1333.000000,1355.000000,1333.000000,1351.050049,1333.967773,144721
2018-02-14,1353.050049,1370.699951,1338.650024,1357.699951,1340.533569,185604
2018-02-15,1360.000000,1369.000000,1347.000000,1350.150024,1333.079102,137974
2018-02-16,1351.000000,1363.650024,1320.500000,1327.949951,1311.159790,104844
2018-02-19,1327.949951,1330.000000,1288.099976,1296.750000,1280.354248,194261
2018-02-20,1291.000000,1310.400024,1285.000000,1290.449951,1274.133911,102568
2018-02-21,1303.949951,1303.949951,1280.000000,1283.150024,1266.926270,104379
2018-02-22,1281.900024,1296.750000,1275.849976,1291.250000,1274.923828,99294
2018-02-23,1292.000000,1305.800049,1280.699951,1302.349976,1285.883423,105618
2018-02-26,1303.500000,1347.500000,1303.500000,1339.199951,1322.267456,225413
2018-02-27,1347.800049,1355.500000,1332.050049,1337.800049,1320.885254,244092
2018-02-28,1330.000000,1332.000000,1313.500000,1319.099976,1302.421631,106728
2018-03-01,1323.000000,1332.300049,1300.000000,1313.199951,1296.596191,113789
2018-03-05,null,null,null,null,null,null
2018-03-06,null,null,null,null,null,null
2018-03-07,1280.000000,1292.900024,1260.000000,1263.099976,1247.129761,177237
2018-03-08,1263.250000,1289.599976,1259.699951,1283.250000,1267.025024,117700
2018-03-09,1288.000000,1295.599976,1280.000000,1290.150024,1273.837769,83619
2018-03-12,1300.300049,1312.000000,1296.800049,1309.849976,1293.288574,183634
2018-03-13,1310.000000,1322.650024,1294.400024,1302.150024,1285.686035,161758
2018-03-14,1305.000000,1312.050049,1293.099976,1302.449951,1285.982178,145003
2018-03-15,1305.000000,1309.400024,1292.000000,1295.050049,1278.675781,213695
2018-03-16,1299.750000,1303.099976,1260.349976,1267.599976,1251.572876,619393
2018-03-19,1284.000000,1292.300049,1266.849976,1279.699951,1263.519775,166154
2018-03-20,1285.000000,1300.000000,1272.099976,1293.699951,1277.342773,127537
2018-03-21,1296.300049,1312.550049,1296.300049,1308.400024,1291.857056,117184
2018-03-22,1312.400024,1320.000000,1289.199951,1294.500000,1278.132690,122212
2018-03-23,1284.949951,1284.949951,1262.599976,1267.750000,1251.720947,166992
2018-03-26,1267.000000,1302.400024,1266.949951,1295.150024,1278.774536,178683
2018-03-27,1303.550049,1314.550049,1301.000000,1306.849976,1290.326538,100606
2018-03-28,1303.900024,1322.500000,1293.199951,1311.900024,1295.312744,119554
2018-04-02,1311.199951,1339.000000,1311.199951,1336.000000,1319.108032,89201
2018-04-03,1335.000000,1338.000000,1317.400024,1329.900024,1313.085205,96041
2018-04-04,1333.000000,1333.400024,1291.800049,1296.349976,1279.959351,96433
2018-04-05,1310.349976,1335.199951,1310.349976,1328.550049,1311.752319,482822
2018-04-06,1311.000000,1323.750000,1304.300049,1311.099976,1294.522827,250873
2018-04-09,1316.000000,1331.300049,1315.300049,1326.250000,1309.481323,101908
2018-04-10,1330.000000,1355.250000,1330.000000,1348.550049,1331.499390,260071
2018-04-11,1359.000000,1359.000000,1340.000000,1351.400024,1334.313354,75823
2018-04-12,1352.199951,1359.900024,1347.099976,1357.550049,1340.385620,68856
2018-04-13,1357.449951,1364.050049,1341.000000,1355.300049,1338.164063,88643
2018-04-16,1343.300049,1371.900024,1343.300049,1367.349976,1350.061646,121039
2018-04-17,1369.000000,1377.000000,1356.400024,1360.250000,1343.051392,145457
2018-04-18,1355.099976,1371.000000,1353.300049,1360.650024,1343.446411,118958
2018-04-19,1360.000000,1387.900024,1360.000000,1384.300049,1366.797363,207841
2018-04-20,1384.300049,1384.300049,1359.099976,1363.699951,1346.457764,298806
2018-04-23,1370.000000,1378.000000,1355.150024,1360.449951,1343.248779,98000
2018-04-24,1359.900024,1383.400024,1351.849976,1377.449951,1360.033936,88152
2018-04-25,1375.000000,1376.050049,1356.250000,1359.750000,1342.557739,80462
2018-04-26,1361.000000,1364.800049,1330.199951,1347.000000,1329.968994,106304
2018-04-27,1348.199951,1382.300049,1348.199951,1376.800049,1359.392212,131231
2018-04-30,1380.199951,1405.000000,1380.000000,1400.599976,1382.891235,124808
2018-05-02,1416.300049,1424.500000,1391.099976,1401.599976,1383.878540,161170
2018-05-03,1400.550049,1405.949951,1376.000000,1380.250000,1362.798584,75928
2018-05-04,1382.000000,1386.099976,1364.000000,1370.250000,1352.924927,66154
2018-05-07,1369.000000,1393.949951,1367.599976,1388.500000,1370.944214,79445
2018-05-08,1389.000000,1394.449951,1356.250000,1364.849976,1347.593262,132118
2018-05-09,1364.000000,1382.000000,1361.449951,1373.050049,1355.689575,68917
2018-05-10,1381.000000,1385.000000,1357.199951,1364.000000,1346.754028,69199
2018-05-11,1361.550049,1389.949951,1361.550049,1387.050049,1369.512573,89373
2018-05-14,1386.699951,1398.699951,1377.349976,1380.349976,1362.897217,58273
2018-05-15,1375.000000,1403.300049,1370.099976,1376.099976,1358.700928,95944
2018-05-16,1362.000000,1374.949951,1360.199951,1364.750000,1347.494507,72602
2018-05-17,1366.000000,1375.900024,1352.000000,1364.300049,1347.050293,273314
2018-05-18,1354.000000,1360.000000,1311.949951,1316.050049,1299.410278,237270
2018-05-21,1316.000000,1337.150024,1311.000000,1314.000000,1297.386230,99549
2018-05-22,1313.000000,1339.750000,1313.000000,1319.949951,1303.260864,92976
2018-05-23,1317.000000,1349.800049,1315.099976,1327.199951,1310.419189,115965
2018-05-24,1335.000000,1347.449951,1327.650024,1338.650024,1321.724487,63766
2018-05-25,1341.400024,1347.250000,1333.599976,1343.800049,1326.809448,60105
2018-05-28,1347.050049,1383.800049,1345.050049,1377.599976,1360.182007,139714
2018-05-29,1395.000000,1423.900024,1376.699951,1380.099976,1362.650391,338182
2018-05-30,1380.000000,1380.000000,1357.500000,1365.199951,1347.938721,110043
2018-05-31,1366.050049,1377.150024,1355.099976,1367.599976,1350.308472,655969
2018-06-01,1379.750000,1395.949951,1363.150024,1371.300049,1353.961792,195094
2018-06-04,1378.000000,1385.000000,1355.400024,1360.300049,1343.100830,393099
2018-06-05,1364.000000,1364.000000,1328.599976,1334.000000,1317.133301,76146
2018-06-06,1333.000000,1353.949951,1333.000000,1349.599976,1332.536011,71138
2018-06-07,1354.000000,1364.900024,1349.000000,1354.199951,1337.077881,314454
2018-06-08,1353.000000,1354.750000,1331.349976,1343.599976,1326.611938,110797
2018-06-11,1340.000000,1354.400024,1336.000000,1342.599976,1325.624512,76753
2018-06-12,1350.000000,1366.199951,1344.400024,1363.750000,1346.507202,94393
2018-06-13,1365.000000,1369.800049,1353.000000,1357.150024,1339.990601,57539
2018-06-14,1360.000000,1360.000000,1342.250000,1345.300049,1328.290527,67842
2018-06-15,1340.000000,1345.300049,1323.500000,1328.699951,1311.900269,102901
2018-06-18,1330.000000,1336.699951,1321.000000,1323.150024,1306.420532,58208
2018-06-19,1321.800049,1327.000000,1309.500000,1314.099976,1297.484863,221541
2018-06-20,1310.000000,1318.050049,1300.000000,1307.050049,1290.524048,112411
2018-06-21,1310.000000,1316.349976,1287.000000,1290.300049,1273.985840,193188
2018-06-22,1287.199951,1305.900024,1282.099976,1295.500000,1279.120117,688897
2018-06-25,1307.400024,1307.599976,1265.849976,1269.000000,1252.955200,104067
2018-06-26,1269.000000,1283.500000,1262.150024,1269.500000,1253.448853,167580
2018-06-27,1271.000000,1274.199951,1232.000000,1235.099976,1219.483765,163581
2018-06-28,1234.750000,1240.849976,1205.599976,1236.000000,1220.372437,175711
2018-06-29,1238.000000,1274.800049,1235.000000,1271.300049,1255.226074,129485
2018-07-02,1277.550049,1278.000000,1243.500000,1255.849976,1239.971436,261465
2018-07-03,1260.000000,1263.050049,1246.000000,1252.349976,1236.515625,81807
2018-07-04,1246.099976,1262.449951,1243.949951,1259.400024,1243.476563,138211
2018-07-05,1263.000000,1265.400024,1246.150024,1253.500000,1237.651123,98029
2018-07-06,1252.849976,1277.650024,1245.000000,1266.650024,1250.634888,100875
2018-07-09,1270.300049,1290.000000,1264.000000,1286.500000,1270.233887,254071
2018-07-10,1290.000000,1298.000000,1273.500000,1284.500000,1268.259155,107576
2018-07-11,1292.900024,1292.900024,1272.849976,1275.050049,1258.928711,64444
2018-07-12,1277.050049,1304.500000,1275.150024,1299.750000,1283.316406,158155
2018-07-13,1305.500000,1319.000000,1288.000000,1294.099976,1277.737793,168588
2018-07-16,1298.000000,1300.000000,1278.000000,1282.599976,1266.383179,67904
2018-07-17,1287.949951,1291.750000,1270.650024,1288.050049,1271.764282,73783
2018-07-18,1288.500000,1307.000000,1284.000000,1289.150024,1272.850464,127242
2018-07-19,1289.250000,1294.099976,1252.199951,1255.550049,1239.675293,171691
2018-07-20,1258.849976,1289.000000,1255.000000,1269.349976,1253.300659,208287
2018-07-23,1272.000000,1284.000000,1262.400024,1279.500000,1263.322388,102891
2018-07-24,1287.000000,1325.000000,1282.000000,1322.550049,1305.828125,274667
2018-07-25,1335.000000,1335.000000,1315.500000,1320.050049,1303.359741,142185
2018-07-26,1339.000000,1346.800049,1295.349976,1306.050049,1289.536743,427180
2018-07-27,1307.500000,1319.150024,1301.699951,1311.400024,1294.819092,110133
2018-07-30,1319.000000,1320.000000,1292.000000,1295.800049,1279.416382,107127
2018-07-31,1306.400024,1309.449951,1285.750000,1302.599976,1286.130249,238123
2018-08-01,1308.000000,1309.449951,1294.349976,1297.650024,1281.242920,81408
2018-08-02,1301.900024,1301.900024,1280.099976,1281.800049,1265.593384,660546
2018-08-03,1283.099976,1297.800049,1283.099976,1291.349976,1275.022583,105946
2018-08-06,1290.050049,1298.199951,1286.250000,1291.199951,1274.874390,57683
2018-08-07,1298.099976,1308.000000,1292.449951,1295.650024,1279.268188,91308
2018-08-08,1295.550049,1307.949951,1290.949951,1297.750000,1281.341675,67025
2018-08-09,1300.050049,1304.000000,1284.000000,1286.349976,1270.085815,82650
2018-08-10,1285.000000,1295.550049,1261.000000,1264.900024,1248.906982,177123
2018-08-13,1265.900024,1278.449951,1252.000000,1268.550049,1252.510864,94652
2018-08-14,1266.750000,1266.750000,1250.099976,1253.500000,1237.651123,165451
2018-08-16,1253.900024,1262.500000,1226.050049,1232.949951,1217.360962,172646
2018-08-17,1244.000000,1247.500000,1231.500000,1240.300049,1224.618042,158035
2018-08-20,1300.000000,1331.000000,1281.900024,1323.949951,1307.210327,1090486
2018-08-21,1331.900024,1334.500000,1315.099976,1322.150024,1305.433105,227709
2018-08-23,1326.099976,1363.900024,1320.000000,1352.500000,1335.399414,666874
2018-08-24,1356.000000,1363.599976,1341.000000,1342.800049,1325.822144,306642
2018-08-27,1350.349976,1366.699951,1345.599976,1356.150024,1339.003296,212010
2018-08-28,1360.199951,1366.750000,1352.250000,1355.800049,1338.657715,451279
2018-08-29,1356.000000,1359.800049,1346.250000,1351.400024,1334.313354,123575
2018-08-30,1357.000000,1362.650024,1347.699951,1349.550049,1332.486694,116646
2018-08-31,1353.000000,1373.900024,1350.000000,1369.099976,1351.789551,218196
2018-09-03,1375.000000,1389.000000,1361.500000,1364.300049,1347.050293,183460
2018-09-04,1368.000000,1371.650024,1355.000000,1359.500000,1342.310913,162954
2018-09-05,1359.900024,1363.000000,1341.550049,1348.300049,1331.252563,175740
2018-09-06,1351.300049,1355.699951,1340.000000,1346.599976,1329.573975,122220
2018-09-07,1346.599976,1357.050049,1341.000000,1348.750000,1331.696777,112515
2018-09-10,1351.349976,1352.199951,1336.500000,1339.599976,1322.662476,147016
2018-09-11,1346.949951,1347.849976,1327.199951,1329.900024,1313.085205,128970
2018-09-12,1331.900024,1355.000000,1320.550049,1350.849976,1333.770264,116099
2018-09-14,1355.199951,1365.000000,1352.000000,1358.900024,1341.718506,99522
2018-09-17,1356.000000,1356.000000,1340.500000,1344.250000,1327.253662,84150
2018-09-18,1344.250000,1350.500000,1325.050049,1328.699951,1311.900269,126381
2018-09-19,1336.000000,1344.000000,1327.699951,1332.250000,1315.405396,79847
2018-09-21,1338.650024,1352.000000,1308.699951,1331.750000,1314.911743,216725
2018-09-24,1330.000000,1337.699951,1304.199951,1318.400024,1301.730591,198856
2018-09-25,1318.000000,1332.949951,1308.050049,1318.849976,1302.174805,402337
2018-09-26,1321.050049,1337.650024,1310.500000,1332.699951,1315.849731,138521
2018-09-27,1335.000000,1336.800049,1296.699951,1308.650024,1292.103882,742760
2018-09-28,1312.000000,1317.000000,1250.000000,1266.650024,1250.634888,363806
2018-10-01,1272.099976,1274.800049,1218.000000,1247.449951,1231.677612,326031
2018-10-03,1247.000000,1262.000000,1227.550049,1244.449951,1228.715454,225171
2018-10-04,1260.000000,1293.449951,1252.449951,1259.150024,1243.229736,476542
2018-10-05,1259.500000,1268.750000,1222.000000,1229.300049,1213.757202,320281
2018-10-08,1231.250000,1244.000000,1203.500000,1216.000000,1200.625244,344333
2018-10-09,1225.000000,1236.099976,1215.650024,1221.349976,1205.907593,219592
2018-10-10,1225.150024,1266.000000,1225.150024,1252.349976,1236.515625,297888
2018-10-11,1230.000000,1237.250000,1221.000000,1226.199951,1210.696289,321473
2018-10-12,1222.000000,1244.250000,1218.000000,1234.949951,1219.335571,133925
2018-10-15,1225.599976,1234.900024,1210.000000,1216.949951,1201.563232,140806
2018-10-16,1220.099976,1229.500000,1217.500000,1224.349976,1208.869629,90398
2018-10-17,1233.050049,1240.000000,1208.000000,1211.250000,1195.935303,116613
2018-10-19,1203.000000,1215.150024,1186.000000,1208.150024,1192.874512,140491
2018-10-22,1212.000000,1217.699951,1201.000000,1206.500000,1191.245361,64288
2018-10-23,1198.000000,1209.349976,1183.400024,1197.800049,1182.655396,102702
2018-10-24,1210.050049,1222.000000,1205.099976,1218.849976,1203.439209,85373
2018-10-25,1218.849976,1218.849976,1195.250000,1202.800049,1187.592163,118181
2018-10-26,1202.800049,1211.949951,1192.099976,1197.949951,1182.803467,102250
2018-10-29,1210.000000,1264.900024,1199.000000,1260.800049,1244.858887,164986
2018-10-30,1260.000000,1277.250000,1249.250000,1271.500000,1255.423584,166104
2018-10-31,1267.000000,1303.000000,1250.000000,1298.349976,1281.934082,190198
2018-11-01,1336.150024,1382.000000,1321.949951,1332.800049,1315.948486,1083228
2018-11-02,1344.000000,1369.000000,1339.550049,1357.199951,1340.039917,201756
2018-11-05,1359.000000,1364.750000,1344.000000,1351.050049,1333.967773,99997
2018-11-06,1351.000000,1369.500000,1351.000000,1358.050049,1340.879272,252571
2018-11-07,1370.000000,1370.599976,1364.000000,1366.449951,1349.172974,31050
2018-11-09,1365.000000,1377.650024,1360.000000,1366.699951,1349.419800,73934
2018-11-12,1369.900024,1383.000000,1362.800049,1367.000000,1349.716064,112964
2018-11-13,1365.000000,1395.000000,1358.800049,1391.150024,1373.560791,428295
2018-11-14,1392.000000,1396.449951,1378.699951,1383.949951,1366.451660,85678
2018-11-15,1385.050049,1408.699951,1385.000000,1397.349976,1379.682251,229342
