Date,Close,Volume
17-11-2017,8348.349609,419255.0
20-11-2017,8425.650391,372037.0
21-11-2017,8424.799805,255180.0
22-11-2017,8513.150391,383442.0
23-11-2017,8463.400391,289808.0
24-11-2017,8487.950195,343432.0
27-11-2017,8508.599609,172254.0
28-11-2017,8624.150391,456041.0
29-11-2017,8671.349609,382984.0
30-11-2017,8599.099609,582023.0
01-12-2017,8609.0,436589.0
04-12-2017,8500.799805,242191.0
05-12-2017,8500.400391,213998.0
06-12-2017,8612.400391,420876.0
07-12-2017,8882.400391,834850.0
08-12-2017,9042.25,1006694.0
11-12-2017,9133.799805,564023.0
12-12-2017,9131.349609,491488.0
13-12-2017,9120.650391,446829.0
14-12-2017,9112.75,655484.0
15-12-2017,9165.900391,620495.0
18-12-2017,9309.099609,658668.0
19-12-2017,9801.5,1275759.0
20-12-2017,9733.900391,1216280.0
21-12-2017,9631.049805,849633.0
22-12-2017,9700.0,814330.0
26-12-2017,9679.0,542587.0
27-12-2017,9644.099609,402886.0
28-12-2017,9629.200195,659995.0
29-12-2017,9729.549805,471554.0
01-01-2018,9651.900391,426354.0
02-01-2018,9554.049805,451227.0
03-01-2018,9416.599609,658281.0
04-01-2018,9386.25,562919.0
05-01-2018,9433.849609,732512.0
08-01-2018,9448.950195,294549.0
09-01-2018,9383.549805,427590.0
10-01-2018,9375.849609,394826.0
11-01-2018,9339.799805,368996.0
12-01-2018,9459.150391,685141.0
15-01-2018,9358.450195,385462.0
16-01-2018,9322.049805,364816.0
17-01-2018,9313.900391,390461.0
18-01-2018,9368.700195,686971.0
19-01-2018,9323.950195,542339.0
22-01-2018,9310.099609,454188.0
23-01-2018,9393.400391,561948.0
24-01-2018,9434.950195,568489.0
25-01-2018,9278.200195,705224.0
29-01-2018,9630.700195,1546624.0
30-01-2018,9571.549805,573988.0
31-01-2018,9509.700195,462650.0
01-02-2018,9401.849609,550971.0
02-02-2018,8990.599609,984189.0
05-02-2018,9080.599609,651062.0
06-02-2018,8984.599609,840339.0
07-02-2018,8921.799805,509440.0
08-02-2018,9030.700195,465683.0
09-02-2018,8936.099609,364892.0
12-02-2018,9117.849609,408523.0
14-02-2018,9001.599609,357737.0
15-02-2018,9020.25,250781.0
16-02-2018,8836.950195,632659.0
19-02-2018,8724.849609,436138.0
20-02-2018,8722.650391,517802.0
21-02-2018,8782.75,471756.0
22-02-2018,8634.049805,638857.0
23-02-2018,8698.799805,567960.0
26-02-2018,9005.349609,869374.0
27-02-2018,8891.200195,684609.0
28-02-2018,8850.950195,680125.0
01-03-2018,8873.450195,609369.0
05-03-2018,8795.099609,388180.0
06-03-2018,8616.5,543686.0
07-03-2018,8679.099609,598715.0
08-03-2018,8729.349609,533856.0
09-03-2018,8660.599609,323450.0
12-03-2018,8810.299805,438339.0
13-03-2018,8756.049805,521943.0
14-03-2018,8846.299805,411769.0
15-03-2018,8837.549805,313431.0
16-03-2018,8676.549805,622932.0
19-03-2018,8773.5,571830.0
20-03-2018,8802.400391,408924.0
21-03-2018,8874.650391,516020.0
22-03-2018,8696.549805,471749.0
23-03-2018,8607.25,644482.0
26-03-2018,8765.299805,447858.0
27-03-2018,8852.299805,423455.0
28-03-2018,8861.099609,1194227.0
02-04-2018,9008.200195,552649.0
03-04-2018,9026.450195,339709.0
04-04-2018,9013.5,488280.0
05-04-2018,9132.599609,236956.0
06-04-2018,9206.200195,429514.0
09-04-2018,9292.650391,426170.0
10-04-2018,9273.450195,299119.0
11-04-2018,9302.5,318010.0
12-04-2018,9204.450195,300797.0
13-04-2018,9123.950195,366224.0
16-04-2018,9232.0,271057.0
17-04-2018,9160.349609,342578.0
18-04-2018,9121.5,452854.0
19-04-2018,9077.650391,256088.0
20-04-2018,9025.0,303913.0
23-04-2018,9064.849609,302205.0
24-04-2018,9064.650391,312103.0
25-04-2018,8934.599609,488641.0
26-04-2018,8946.450195,614321.0
27-04-2018,8783.349609,1873816.0
30-04-2018,8814.950195,497504.0
02-05-2018,8744.5,806846.0
03-05-2018,8755.950195,406825.0
04-05-2018,8678.200195,490244.0
07-05-2018,8743.700195,342702.0
08-05-2018,8775.200195,404969.0
09-05-2018,8718.349609,314057.0
10-05-2018,8704.950195,298598.0
11-05-2018,8750.299805,264405.0
14-05-2018,8707.0,276620.0
15-05-2018,8726.599609,506107.0
16-05-2018,8695.599609,288597.0
17-05-2018,8697.5,379606.0
18-05-2018,8510.950195,603507.0
21-05-2018,8428.5,872463.0
22-05-2018,8560.650391,410467.0
23-05-2018,8497.400391,399631.0
24-05-2018,8410.75,292331.0
25-05-2018,8548.150391,519151.0
28-05-2018,8709.299805,446264.0
29-05-2018,8714.900391,665121.0
30-05-2018,8588.200195,508262.0
31-05-2018,8537.200195,679959.0
01-06-2018,8808.849609,1002010.0
04-06-2018,8749.849609,380690.0
05-06-2018,8810.400391,400886.0
06-06-2018,8842.349609,328784.0
07-06-2018,8911.25,267961.0
08-06-2018,8932.450195,287823.0
11-06-2018,9022.650391,337828.0
12-06-2018,9016.75,343452.0
13-06-2018,8967.349609,369407.0
14-06-2018,8958.0,269078.0
15-06-2018,8951.599609,496572.0
18-06-2018,8973.450195,305144.0
19-06-2018,8862.599609,350407.0
20-06-2018,8948.299805,325981.0
21-06-2018,8863.049805,313349.0
22-06-2018,8874.900391,319027.0
25-06-2018,8793.0,254954.0
26-06-2018,8931.349609,387769.0
27-06-2018,8898.299805,501622.0
28-06-2018,8771.299805,376404.0
29-06-2018,8825.599609,458807.0
02-07-2018,8821.049805,298529.0
03-07-2018,8975.150391,375718.0
04-07-2018,9220.799805,656141.0
05-07-2018,9347.049805,887919.0
06-07-2018,9317.5,508241.0
09-07-2018,9374.900391,331872.0
10-07-2018,9531.0,485745.0
11-07-2018,9384.700195,328446.0
12-07-2018,9347.0,336960.0
13-07-2018,9431.049805,511150.0
16-07-2018,9385.299805,216426.0
17-07-2018,9445.400391,457123.0
18-07-2018,9366.799805,430624.0
19-07-2018,9389.099609,199983.0
20-07-2018,9398.950195,272916.0
23-07-2018,9701.0,607813.0
24-07-2018,9832.450195,749626.0
25-07-2018,9758.950195,384750.0
26-07-2018,9396.25,1261317.0
27-07-2018,9310.400391,672141.0
30-07-2018,9381.900391,539464.0
31-07-2018,9520.549805,426388.0
01-08-2018,9341.599609,700719.0
02-08-2018,9142.400391,875157.0
03-08-2018,9187.0,470958.0
06-08-2018,9286.400391,237693.0
07-08-2018,9411.5,381947.0
08-08-2018,9207.400391,638498.0
09-08-2018,9146.049805,651728.0
10-08-2018,9148.25,427827.0
13-08-2018,9080.849609,348201.0
14-08-2018,9132.599609,344056.0
16-08-2018,9200.549805,465479.0
17-08-2018,9152.099609,477538.0
20-08-2018,9074.349609,449317.0
21-08-2018,9113.299805,380824.0
23-08-2018,9223.299805,751705.0
24-08-2018,9163.799805,401110.0
27-08-2018,9245.25,326945.0
28-08-2018,9427.950195,684054.0
29-08-2018,9368.099609,433440.0
30-08-2018,9205.799805,674292.0
31-08-2018,9096.400391,634522.0
03-09-2018,8902.150391,992161.0
04-09-2018,8868.5,530967.0
05-09-2018,8896.099609,491163.0
06-09-2018,8759.849609,687535.0
07-09-2018,8719.200195,636918.0
10-09-2018,8639.400391,577299.0
11-09-2018,8517.049805,552622.0
12-09-2018,8493.950195,634678.0
14-09-2018,8626.700195,754169.0
17-09-2018,8537.799805,422191.0
18-09-2018,8399.150391,507455.0
19-09-2018,8210.349609,959340.0
21-09-2018,8040.149902,1646047.0
24-09-2018,7793.049805,1801469.0
25-09-2018,7999.450195,1159438.0
26-09-2018,7842.549805,754963.0
27-09-2018,7553.049805,1594739.0
28-09-2018,7347.950195,1413254.0
01-10-2018,7463.950195,1034603.0
03-10-2018,7246.0,1148091.0
04-10-2018,7198.75,1104174.0
05-10-2018,6904.350098,1481376.0
08-10-2018,6889.75,1393849.0
09-10-2018,6699.450195,1079041.0
10-10-2018,6985.850098,1162309.0
11-10-2018,6875.5,869569.0
12-10-2018,7287.200195,1053651.0
15-10-2018,7182.0,682234.0
16-10-2018,7150.899902,637012.0
17-10-2018,6885.600098,1021019.0
19-10-2018,6756.450195,903940.0
22-10-2018,6812.200195,774016.0
23-10-2018,6771.299805,734440.0
24-10-2018,6768.299805,681526.0
25-10-2018,6723.200195,2101936.0
26-10-2018,6717.299805,874526.0
29-10-2018,6798.700195,505428.0
30-10-2018,6697.0,771389.0
31-10-2018,6616.399902,1315746.0
01-11-2018,6711.75,842039.0
02-11-2018,7135.450195,1834118.0
05-11-2018,7177.25,1040315.0
06-11-2018,7075.0,667413.0
07-11-2018,7127.899902,127507.0
09-11-2018,7283.5,986090.0
12-11-2018,7087.799805,687443.0
13-11-2018,7150.450195,572295.0
14-11-2018,7369.049805,1112945.0
15-11-2018,7478.299805,1048278.0
16-11-2018,7341.200195,806420.0
19-11-2018,7411.649902,577408.0
20-11-2018,7333.950195,637243.0
21-11-2018,7424.5,701156.0
22-11-2018,7411.100098,668352.0
26-11-2018,7554.700195,899481.0
27-11-2018,7647.600098,783389.0
28-11-2018,7574.200195,686734.0
29-11-2018,7546.75,725583.0
30-11-2018,7661.600098,869715.0
03-12-2018,7779.950195,772869.0
04-12-2018,7721.649902,551195.0
05-12-2018,7554.049805,704296.0
06-12-2018,7209.700195,1339030.0
07-12-2018,7313.950195,688881.0
10-12-2018,7350.5,785024.0
11-12-2018,7305.350098,843166.0
12-12-2018,7471.850098,643037.0
13-12-2018,7670.5,881204.0
14-12-2018,7662.149902,676653.0
17-12-2018,7734.049805,712296.0
18-12-2018,7772.350098,658919.0
19-12-2018,7936.0,856358.0
20-12-2018,7807.049805,824303.0
21-12-2018,7536.299805,1257227.0
24-12-2018,7529.149902,611297.0
26-12-2018,7569.100098,594156.0
27-12-2018,7499.950195,704523.0
28-12-2018,7505.549805,616845.0
31-12-2018,7465.5,547975.0
01-01-2019,7476.799805,625360.0
02-01-2019,7267.850098,891844.0
03-01-2019,7203.950195,715168.0
04-01-2019,7234.5,774445.0
07-01-2019,7362.049805,687845.0
08-01-2019,7439.5,516841.0
09-01-2019,7492.899902,740580.0
10-01-2019,7391.600098,452699.0
11-01-2019,7320.5,488399.0
14-01-2019,7408.700195,424152.0
15-01-2019,7355.149902,491196.0
16-01-2019,7310.25,424769.0
17-01-2019,7336.25,462725.0
18-01-2019,7357.950195,334555.0
21-01-2019,7208.399902,654537.0
22-01-2019,7068.850098,896521.0
23-01-2019,7045.399902,702474.0
24-01-2019,7040.600098,520703.0
25-01-2019,6513.399902,3062762.0
28-01-2019,6511.049805,2398091.0
