Date,Close,Volume
17-11-2017,903.33728,5639193.0
20-11-2017,912.203247,4260195.0
21-11-2017,923.793335,6037454.0
22-11-2017,922.010254,5103410.0
23-11-2017,938.107666,7398598.0
24-11-2017,942.169189,6455055.0
27-11-2017,942.416809,4724436.0
28-11-2017,934.491943,4685893.0
29-11-2017,937.117065,3709698.0
30-11-2017,912.896667,9524326.0
01-12-2017,901.554138,5129555.0
04-12-2017,893.133972,4662629.0
05-12-2017,905.120361,8448505.0
06-12-2017,917.948792,11112030.0
07-12-2017,922.802734,5581979.0
08-12-2017,912.351807,5641459.0
11-12-2017,907.547363,4980620.0
12-12-2017,907.002502,7283405.0
13-12-2017,906.061462,4221739.0
14-12-2017,912.847107,5068725.0
15-12-2017,911.113525,11264479.0
18-12-2017,912.351807,8575323.0
19-12-2017,917.25531,4103513.0
20-12-2017,909.528564,4819670.0
21-12-2017,904.37738,4186472.0
22-12-2017,911.757446,4918863.0
26-12-2017,921.069214,5351708.0
27-12-2017,915.075989,4393640.0
28-12-2017,915.52179,7158735.0
29-12-2017,912.401367,5117894.0
01-01-2018,901.207458,4362651.0
02-01-2018,902.594299,4383980.0
03-01-2018,906.210022,6233847.0
04-01-2018,911.658386,4157621.0
05-01-2018,914.580688,3434151.0
08-01-2018,919.830933,4073668.0
09-01-2018,932.114502,6596942.0
10-01-2018,933.501343,5412323.0
11-01-2018,928.944519,3622391.0
12-01-2018,940.088867,6955338.0
15-01-2018,940.237488,5132305.0
16-01-2018,914.283508,4995805.0
17-01-2018,915.81897,6093651.0
18-01-2018,911.064026,4329708.0
19-01-2018,922.555115,4602784.0
22-01-2018,962.377625,21090881.0
23-01-2018,974.017273,10396119.0
24-01-2018,957.276001,6594595.0
25-01-2018,956.8302,6308657.0
29-01-2018,955.443359,4567493.0
30-01-2018,941.475769,4237933.0
31-01-2018,952.273376,5792601.0
01-02-2018,934.987244,7626196.0
02-02-2018,895.858154,13367616.0
05-02-2018,893.678833,8856689.0
06-02-2018,883.723206,11104841.0
07-02-2018,886.001587,7168146.0
08-02-2018,896.056274,6380648.0
09-02-2018,889.419189,5344463.0
12-02-2018,906.903442,5481260.0
14-02-2018,924.883057,10267369.0
15-02-2018,926.864258,6167365.0
16-02-2018,912.648987,4443395.0
19-02-2018,918.295471,4126685.0
20-02-2018,912.450867,3903573.0
21-02-2018,920.623413,5499873.0
22-02-2018,915.670349,5167371.0
23-02-2018,925.477417,4896820.0
26-02-2018,929.88562,3893033.0
27-02-2018,941.574829,6470858.0
28-02-2018,945.586792,26144187.0
01-03-2018,939.494507,4133465.0
05-03-2018,915.422729,5688306.0
06-03-2018,902.297119,7393101.0
07-03-2018,881.395264,7316409.0
08-03-2018,902.891479,6130548.0
09-03-2018,904.526001,4909678.0
12-03-2018,921.564514,3837440.0
13-03-2018,923.099915,5145137.0
14-03-2018,920.326233,6795338.0
15-03-2018,903.23822,5866510.0
16-03-2018,891.598511,14221100.0
19-03-2018,887.091248,5829127.0
20-03-2018,881.444763,7011559.0
21-03-2018,888.478088,6791028.0
22-03-2018,899.622498,10212863.0
23-03-2018,885.506287,10831400.0
26-03-2018,892.638672,6104583.0
27-03-2018,891.350891,7005357.0
28-03-2018,874.411438,8842618.0
02-04-2018,884.565186,5766209.0
03-04-2018,891.10321,6425059.0
04-04-2018,886.496887,6560005.0
05-04-2018,899.671997,3935631.0
06-04-2018,902.44574,4460344.0
09-04-2018,907.398743,3606112.0
10-04-2018,908.438904,3902042.0
11-04-2018,922.109314,6064484.0
12-04-2018,919.979492,4994624.0
13-04-2018,930.03418,5822658.0
16-04-2018,928.251099,4123166.0
17-04-2018,935.383484,4430313.0
18-04-2018,929.1922,3397094.0
19-04-2018,933.451782,4523892.0
20-04-2018,919.187012,3381269.0
23-04-2018,927.210938,3541772.0
24-04-2018,960.941223,9193591.0
25-04-2018,961.387024,6497632.0
26-04-2018,966.191467,15735759.0
