Date,Close
01-01-2019,598.849976
02-01-2019,601.700012
03-01-2019,600.049988
04-01-2019,602.849976
07-01-2019,602.450012
08-01-2019,612.5
09-01-2019,642.950012
10-01-2019,634.75
11-01-2019,638.5
14-01-2019,620.099976
15-01-2019,623.900024
16-01-2019,621.400024
17-01-2019,623.349976
18-01-2019,620.200012
21-01-2019,617.650024
22-01-2019,619.900024
23-01-2019,620.0
24-01-2019,618.25
25-01-2019,619.599976
28-01-2019,599.25
29-01-2019,606.099976
30-01-2019,599.950012
31-01-2019,595.0
01-02-2019,590.950012
04-02-2019,589.75
05-02-2019,584.0
06-02-2019,579.400024
07-02-2019,577.25
08-02-2019,577.549988
11-02-2019,566.849976
12-02-2019,574.700012
14-02-2019,568.549988
15-02-2019,568.849976
18-02-2019,567.450012
19-02-2019,562.450012
20-02-2019,561.599976
21-02-2019,561.900024
22-02-2019,559.849976
25-02-2019,561.0
26-02-2019,559.400024
27-02-2019,563.299988
28-02-2019,578.549988
01-03-2019,607.900024
05-03-2019,607.75
06-03-2019,607.950012
07-03-2019,592.099976
08-03-2019,587.150024
11-03-2019,622.450012
12-03-2019,622.900024
13-03-2019,615.349976
14-03-2019,614.900024
15-03-2019,615.049988
18-03-2019,610.799988
19-03-2019,611.900024
20-03-2019,612.849976
22-03-2019,615.5
25-03-2019,611.049988
26-03-2019,609.599976
27-03-2019,618.700012
28-03-2019,616.200012
01-04-2019,598.200012
02-04-2019,601.150024
03-04-2019,601.950012
04-04-2019,594.700012
05-04-2019,612.099976
08-04-2019,619.799988
09-04-2019,618.200012
10-04-2019,621.349976
11-04-2019,624.950012
12-04-2019,625.200012
15-04-2019,623.349976
16-04-2019,617.700012
18-04-2019,614.900024
22-04-2019,616.299988
23-04-2019,600.200012
24-04-2019,610.299988
25-04-2019,614.349976
26-04-2019,637.25
30-04-2019,639.849976
02-05-2019,650.5
03-05-2019,664.150024
06-05-2019,660.0
07-05-2019,662.099976
08-05-2019,650.549988
09-05-2019,652.25
10-05-2019,642.049988
13-05-2019,620.0
14-05-2019,615.599976
15-05-2019,628.849976
16-05-2019,630.950012
17-05-2019,629.75
20-05-2019,645.700012
21-05-2019,659.700012
22-05-2019,659.650024
23-05-2019,671.400024
24-05-2019,686.0
27-05-2019,698.900024
28-05-2019,698.75
29-05-2019,680.0
30-05-2019,679.900024
31-05-2019,694.25
03-06-2019,695.599976
04-06-2019,698.400024
06-06-2019,696.349976
07-06-2019,698.450012
10-06-2019,699.099976
11-06-2019,701.0
12-06-2019,699.950012
13-06-2019,699.349976
14-06-2019,699.549988
17-06-2019,700.0
18-06-2019,704.049988
19-06-2019,696.299988
20-06-2019,698.450012
21-06-2019,699.950012
24-06-2019,710.599976
25-06-2019,674.349976
26-06-2019,717.450012
27-06-2019,726.950012
28-06-2019,723.700012
01-07-2019,735.900024
02-07-2019,749.799988
03-07-2019,756.900024
04-07-2019,757.400024
05-07-2019,753.549988
08-07-2019,759.200012
09-07-2019,759.0
10-07-2019,741.950012
11-07-2019,754.099976
12-07-2019,780.700012
15-07-2019,783.549988
16-07-2019,775.849976
17-07-2019,765.25
18-07-2019,740.849976
19-07-2019,744.849976
22-07-2019,762.150024
23-07-2019,775.950012
24-07-2019,772.5
25-07-2019,797.400024
26-07-2019,795.099976
29-07-2019,797.349976
30-07-2019,797.400024
31-07-2019,797.549988
01-08-2019,777.0
02-08-2019,791.650024
05-08-2019,790.400024
06-08-2019,787.200012
07-08-2019,786.549988
08-08-2019,812.900024
09-08-2019,801.700012
13-08-2019,771.25
14-08-2019,812.150024
16-08-2019,835.349976
19-08-2019,849.900024
20-08-2019,853.849976
21-08-2019,829.450012
22-08-2019,815.200012
23-08-2019,821.25
26-08-2019,827.099976
27-08-2019,834.25
28-08-2019,828.450012
29-08-2019,835.099976
30-08-2019,838.700012
03-09-2019,811.200012
04-09-2019,826.400024
05-09-2019,831.25
06-09-2019,835.549988
09-09-2019,806.799988
11-09-2019,799.650024
12-09-2019,792.849976
13-09-2019,798.299988
16-09-2019,796.450012
17-09-2019,798.200012
18-09-2019,802.950012
19-09-2019,801.849976
20-09-2019,816.150024
23-09-2019,791.700012
24-09-2019,795.150024
25-09-2019,796.549988
26-09-2019,816.400024
27-09-2019,842.5
30-09-2019,846.400024
01-10-2019,827.650024
03-10-2019,830.650024
04-10-2019,824.25
07-10-2019,827.900024
09-10-2019,837.25
10-10-2019,827.200012
11-10-2019,839.599976
14-10-2019,828.700012
15-10-2019,838.049988
16-10-2019,877.349976
17-10-2019,902.900024
18-10-2019,925.950012
22-10-2019,989.150024
23-10-2019,985.950012
24-10-2019,969.650024
25-10-2019,982.150024
27-10-2019,993.950012
29-10-2019,1014.349976
30-10-2019,999.799988
31-10-2019,991.5
01-11-2019,997.5
04-11-2019,998.700012
05-11-2019,969.799988
06-11-2019,968.950012
07-11-2019,986.450012
08-11-2019,982.200012
11-11-2019,969.950012
13-11-2019,988.150024
14-11-2019,999.900024
15-11-2019,1002.849976
18-11-2019,1000.049988
19-11-2019,936.549988
20-11-2019,939.700012
21-11-2019,929.599976
22-11-2019,942.650024
25-11-2019,951.599976
26-11-2019,958.950012
27-11-2019,948.200012
28-11-2019,971.150024
29-11-2019,960.049988
02-12-2019,943.849976
03-12-2019,963.400024
04-12-2019,972.25
05-12-2019,966.400024
06-12-2019,964.200012
09-12-2019,942.0
10-12-2019,949.849976
11-12-2019,966.549988
12-12-2019,960.400024
13-12-2019,974.900024
16-12-2019,969.549988
17-12-2019,972.549988
18-12-2019,964.75
19-12-2019,969.75
20-12-2019,992.75
23-12-2019,996.799988
24-12-2019,994.75
26-12-2019,991.0
27-12-2019,988.650024
30-12-2019,976.349976
31-12-2019,961.599976
01-01-2020,976.400024
02-01-2020,969.349976
03-01-2020,975.099976
06-01-2020,983.099976
07-01-2020,984.900024
08-01-2020,987.75
09-01-2020,988.5
10-01-2020,989.0
13-01-2020,989.849976
14-01-2020,987.799988
15-01-2020,998.150024
16-01-2020,999.900024
17-01-2020,996.349976
20-01-2020,981.5
21-01-2020,972.75
22-01-2020,981.700012
23-01-2020,985.950012
24-01-2020,999.799988
27-01-2020,992.150024
28-01-2020,987.849976
29-01-2020,1007.799988
30-01-2020,998.25
31-01-2020,994.099976
03-02-2020,912.650024
04-02-2020,911.599976
05-02-2020,910.549988
06-02-2020,919.5
07-02-2020,947.299988
10-02-2020,952.799988
11-02-2020,939.75
12-02-2020,932.849976
13-02-2020,927.549988
14-02-2020,914.25
17-02-2020,914.400024
18-02-2020,916.049988
19-02-2020,938.200012
20-02-2020,928.75
24-02-2020,916.599976
25-02-2020,901.200012
26-02-2020,891.349976
27-02-2020,905.349976
28-02-2020,890.400024
02-03-2020,894.150024
03-03-2020,899.849976
04-03-2020,885.099976
05-03-2020,884.450012
06-03-2020,853.950012
09-03-2020,825.299988
11-03-2020,808.950012
12-03-2020,751.700012
13-03-2020,761.950012
16-03-2020,731.549988
17-03-2020,687.0
18-03-2020,596.25
19-03-2020,607.700012
20-03-2020,633.5
23-03-2020,539.200012
24-03-2020,546.25
25-03-2020,587.849976
26-03-2020,618.150024
27-03-2020,602.849976
30-03-2020,622.0
31-03-2020,641.0
01-04-2020,635.099976
03-04-2020,650.150024
07-04-2020,735.299988
08-04-2020,742.799988
09-04-2020,739.450012
13-04-2020,707.75
15-04-2020,700.900024
16-04-2020,685.25
17-04-2020,702.450012
20-04-2020,700.0
21-04-2020,671.299988
22-04-2020,704.799988
23-04-2020,717.650024
24-04-2020,679.150024
27-04-2020,714.099976
28-04-2020,719.849976
29-04-2020,713.349976
30-04-2020,726.849976
04-05-2020,687.650024
05-05-2020,713.549988
06-05-2020,731.150024
07-05-2020,735.150024
08-05-2020,760.049988
11-05-2020,750.5
12-05-2020,744.599976
13-05-2020,760.5
14-05-2020,746.75
15-05-2020,751.950012
18-05-2020,700.75
19-05-2020,702.950012
20-05-2020,715.799988
21-05-2020,730.400024
22-05-2020,729.950012
26-05-2020,754.450012
27-05-2020,741.150024
28-05-2020,748.099976
29-05-2020,768.650024
01-06-2020,774.799988
02-06-2020,779.5
03-06-2020,807.099976
04-06-2020,794.799988
05-06-2020,796.700012
08-06-2020,779.299988
09-06-2020,758.5
10-06-2020,741.700012
11-06-2020,740.900024
12-06-2020,750.450012
15-06-2020,745.299988
16-06-2020,764.099976
17-06-2020,772.049988
18-06-2020,771.599976
19-06-2020,775.849976
22-06-2020,777.950012
23-06-2020,796.650024
24-06-2020,780.75
25-06-2020,786.25
26-06-2020,784.349976
29-06-2020,786.799988
30-06-2020,806.450012
01-07-2020,805.25
02-07-2020,814.049988
03-07-2020,844.049988
06-07-2020,863.5
07-07-2020,868.650024
08-07-2020,850.75
09-07-2020,840.25
10-07-2020,860.200012
13-07-2020,862.950012
14-07-2020,859.75
15-07-2020,855.849976
16-07-2020,865.200012
17-07-2020,875.200012
20-07-2020,854.450012
21-07-2020,888.349976
22-07-2020,859.200012
23-07-2020,877.799988
24-07-2020,867.400024
27-07-2020,867.450012
28-07-2020,883.349976
29-07-2020,881.099976
30-07-2020,913.549988
31-07-2020,912.849976
03-08-2020,875.099976
04-08-2020,875.799988
05-08-2020,860.900024
06-08-2020,875.400024
07-08-2020,868.599976
10-08-2020,865.75
11-08-2020,860.599976
12-08-2020,856.900024
13-08-2020,861.5
14-08-2020,839.299988
17-08-2020,842.349976
18-08-2020,860.450012
19-08-2020,863.650024
20-08-2020,852.849976
21-08-2020,861.25
24-08-2020,860.849976
25-08-2020,847.900024
26-08-2020,839.200012
27-08-2020,841.25
28-08-2020,851.549988
31-08-2020,827.75
01-09-2020,835.900024
02-09-2020,850.299988
03-09-2020,852.299988
04-09-2020,834.549988
07-09-2020,838.450012
08-09-2020,845.0
09-09-2020,830.5
10-09-2020,845.200012
11-09-2020,864.400024
14-09-2020,857.099976
15-09-2020,864.700012
16-09-2020,867.650024
17-09-2020,856.150024
18-09-2020,848.099976
21-09-2020,840.099976
22-09-2020,831.849976
23-09-2020,833.0
24-09-2020,804.400024
25-09-2020,797.049988
28-09-2020,813.0
29-09-2020,809.099976
30-09-2020,811.450012
01-10-2020,818.900024
05-10-2020,824.950012
06-10-2020,830.049988
07-10-2020,827.950012
08-10-2020,821.049988
09-10-2020,805.900024
12-10-2020,791.650024
