Date,Close,Volume
03-01-2000,4.885,41000.0
04-01-2000,5.14,491000.0
05-01-2000,5.555,478000.0
06-01-2000,6.0,1062000.0
07-01-2000,6.465,1155000.0
10-01-2000,6.55,1071000.0
11-01-2000,6.16,1077000.0
12-01-2000,6.395,622000.0
13-01-2000,6.125,833000.0
14-01-2000,6.235,361000.0
17-01-2000,6.525,1141000.0
18-01-2000,6.555,756000.0
19-01-2000,6.605,581000.0
20-01-2000,6.24,309000.0
21-01-2000,6.325,215000.0
24-01-2000,5.99,379000.0
25-01-2000,5.695,402000.0
26-01-2000,5.695,0.0
27-01-2000,5.705,284000.0
28-01-2000,5.54,156000.0
31-01-2000,5.155,127000.0
01-02-2000,5.14,275000.0
02-02-2000,5.555,565000.0
03-02-2000,5.885,162000.0
04-02-2000,6.36,553000.0
07-02-2000,6.045,210000.0
08-02-2000,5.735,216000.0
09-02-2000,5.525,195000.0
10-02-2000,5.655,97000.0
11-02-2000,5.5,39000.0
14-02-2000,5.24,65000.0
15-02-2000,4.91,175000.0
16-02-2000,4.55,346000.0
17-02-2000,4.65,308000.0
18-02-2000,4.59,146000.0
21-02-2000,4.58,150000.0
22-02-2000,4.465,226000.0
23-02-2000,4.31,255000.0
24-02-2000,4.075,156000.0
25-02-2000,4.075,115000.0
28-02-2000,4.36,161000.0
29-02-2000,4.11,237000.0
01-03-2000,4.245,141000.0
02-03-2000,4.165,165000.0
03-03-2000,4.125,170000.0
06-03-2000,3.795,194000.0
07-03-2000,3.495,150000.0
08-03-2000,3.235,281000.0
09-03-2000,3.115,284000.0
10-03-2000,3.115,92000.0
13-03-2000,3.06,192000.0
14-03-2000,2.96,319000.0
15-03-2000,3.2,15000.0
16-03-2000,3.46,121000.0
17-03-2000,3.46,0.0
20-03-2000,3.46,0.0
21-03-2000,3.74,207000.0
22-03-2000,4.04,15000.0
23-03-2000,4.18,275000.0
24-03-2000,4.06,82750.0
27-03-2000,4.155,97850.0
28-03-2000,4.07,213500.0
29-03-2000,4.1,68000.0
30-03-2000,4.0,60010.0
31-03-2000,4.26,36990.0
03-04-2000,4.235,79500.0
04-04-2000,3.9,81100.0
05-04-2000,3.81,58500.0
06-04-2000,3.715,315750.0
07-04-2000,4.015,60500.0
10-04-2000,4.08,41030.0
11-04-2000,4.055,84190.0
12-04-2000,4.2,103000.0
13-04-2000,4.12,38690.0
14-04-2000,4.12,0.0
17-04-2000,4.17,37350.0
18-04-2000,4.315,61230.0
19-04-2000,4.365,78000.0
20-04-2000,4.245,48310.0
21-04-2000,4.245,0.0
24-04-2000,3.97,89300.0
25-04-2000,3.97,60090.0
26-04-2000,4.025,133500.0
27-04-2000,3.98,38040.0
28-04-2000,3.795,61490.0
01-05-2000,3.795,0.0
02-05-2000,3.645,110560.0
03-05-2000,3.455,43150.0
04-05-2000,3.595,31000.0
05-05-2000,3.695,30500.0
08-05-2000,3.8,23000.0
09-05-2000,3.8,33150.0
10-05-2000,3.785,25010.0
11-05-2000,3.815,21010.0
12-05-2000,3.79,40000.0
15-05-2000,3.845,41150.0
16-05-2000,3.815,157050.0
17-05-2000,3.71,27410.0
18-05-2000,3.7,5500.0
19-05-2000,3.7,8200.0
22-05-2000,3.615,22000.0
23-05-2000,3.75,18200.0
24-05-2000,3.455,140100.0
25-05-2000,3.355,136200.0
26-05-2000,3.33,63160.0
29-05-2000,3.6,65700.0
30-05-2000,3.89,427940.0
31-05-2000,4.09,393260.0
01-06-2000,3.835,59280.0
02-06-2000,3.745,43210.0
05-06-2000,3.815,46500.0
06-06-2000,3.66,106560.0
07-06-2000,3.645,40270.0
