Date,Close
01-01-2019,1198.210693
02-01-2019,1164.741699
03-01-2019,1123.331665
04-01-2019,1132.831665
07-01-2019,1146.13147
08-01-2019,1162.159668
09-01-2019,1178.918457
10-01-2019,1155.923828
11-01-2019,1159.187866
14-01-2019,1139.067505
15-01-2019,1157.726318
16-01-2019,1157.726318
17-01-2019,1120.018921
18-01-2019,1106.670166
21-01-2019,1086.111328
22-01-2019,1068.037109
23-01-2019,1060.144897
24-01-2019,1085.96521
25-01-2019,1091.421631
28-01-2019,1028.624512
29-01-2019,1000.270874
30-01-2019,988.676086
31-01-2019,989.309387
01-02-2019,1020.245117
04-02-2019,998.468323
05-02-2019,1040.706543
06-02-2019,1040.706543
07-02-2019,1072.616577
08-02-2019,1044.116699
11-02-2019,1029.1604
12-02-2019,1015.909241
14-02-2019,1020.050232
15-02-2019,976.301758
18-02-2019,977.178711
19-02-2019,975.278687
20-02-2019,1024.045044
21-02-2019,1028.429688
22-02-2019,1046.260376
25-02-2019,1071.106323
26-02-2019,1100.726685
27-02-2019,1099.99585
28-02-2019,1112.954834
01-03-2019,1130.1521
05-03-2019,1197.285034
06-03-2019,1208.63623
07-03-2019,1197.577393
08-03-2019,1189.100464
11-03-2019,1227.148926
12-03-2019,1239.815552
13-03-2019,1247.464233
14-03-2019,1214.823364
15-03-2019,1234.602783
18-03-2019,1206.200439
19-03-2019,1189.587646
20-03-2019,1175.800537
22-03-2019,1167.810913
25-03-2019,1168.931396
26-03-2019,1173.218506
27-03-2019,1213.751587
28-03-2019,1245.466797
01-04-2019,1204.349121
02-04-2019,1167.469849
03-04-2019,1167.713501
04-04-2019,1177.018555
05-04-2019,1192.315918
08-04-2019,1209.902954
09-04-2019,1191.585083
10-04-2019,1166.203247
11-04-2019,1178.723633
12-04-2019,1193.631226
15-04-2019,1189.636353
16-04-2019,1198.064575
18-04-2019,1184.47229
22-04-2019,1138.48291
23-04-2019,1136.046997
24-04-2019,1148.762329
25-04-2019,1123.526489
26-04-2019,1106.37793
30-04-2019,1082.45752
02-05-2019,1064.773071
03-05-2019,1051.960327
06-05-2019,1031.693726
07-05-2019,996.763184
08-05-2019,1000.904175
09-05-2019,1006.55542
10-05-2019,992.817078
13-05-2019,962.222412
14-05-2019,992.329895
15-05-2019,993.840149
16-05-2019,976.691528
17-05-2019,1006.311829
20-05-2019,1069.303833
21-05-2019,1058.196167
22-05-2019,1037.491211
23-05-2019,1036.614258
24-05-2019,1079.193481
27-05-2019,1109.057373
28-05-2019,1106.718994
29-05-2019,1080.995972
30-05-2019,1098.82666
31-05-2019,1134.439331
03-06-2019,1139.554688
04-06-2019,1135.511108
06-06-2019,1038.173218
07-06-2019,1064.578125
10-06-2019,1048.452637
11-06-2019,1081.337036
12-06-2019,1040.803955
13-06-2019,1056.052612
14-06-2019,1057.12439
17-06-2019,991.842712
18-06-2019,1023.996338
19-06-2019,1035.493774
20-06-2019,1066.526855
21-06-2019,1070.22937
24-06-2019,1085.624146
25-06-2019,1090.252319
26-06-2019,1071.398682
27-06-2019,1070.473022
28-06-2019,1052.739746
01-07-2019,1027.60144
02-07-2019,1040.365479
03-07-2019,1057.173096
04-07-2019,1035.591187
05-07-2019,1049.865479
08-07-2019,1006.068298
09-07-2019,1025.40918
10-07-2019,1007.675964
11-07-2019,1016.786133
12-07-2019,1019.319458
15-07-2019,1030.914307
16-07-2019,1056.344849
17-07-2019,1056.344849
18-07-2019,1024.045044
19-07-2019,1034.373169
22-07-2019,1011.62207
23-07-2019,955.645508
24-07-2019,901.617615
25-07-2019,961.053162
26-07-2019,951.06604
29-07-2019,942.637878
30-07-2019,944.148132
31-07-2019,944.391724
01-08-2019,942.540466
02-08-2019,953.355774
05-08-2019,945.658386
06-08-2019,957.983948
07-08-2019,972.25824
08-08-2019,976.837708
